shipment_id,order_id,sku,supplier_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,carrier,quantity_shipped,shipping_cost,delay_reason,delivery_delay_days,is_delivered,is_delayed,is_lost,is_in_transit,delivered_on_time_flag
SHP-917299,ORD-525530,SKU-10271,SUP-207,2024-01-29,2024-02-01,2024-02-01,Delivered,USPS,36,16.22,,0.0,True,False,False,False,True
SHP-917300,ORD-526800,SKU-10151,SUP-224,2024-01-30,2024-02-06,2024-02-08,Delivered,DHL,26,15.36,,2.0,True,True,False,False,False
SHP-917301,ORD-501669,SKU-10426,SUP-240,2024-01-04,2024-01-14,,Lost,FedEx,30,14.04,Address Issue,,False,False,True,False,False
SHP-917302,ORD-528718,SKU-10262,SUP-211,2024-02-01,2024-02-10,2024-02-12,Delivered,FedEx,11,5.8,,2.0,True,True,False,False,False
SHP-917303,ORD-517446,SKU-10234,SUP-224,2024-01-19,2024-01-29,2024-01-31,Delivered,UPS,16,8.16,,2.0,True,True,False,False,False
SHP-917304,ORD-508176,SKU-10098,SUP-218,2024-01-10,2024-01-15,2024-01-14,Delivered,DHL,13,9.83,,-1.0,True,False,False,False,True
SHP-917305,ORD-500938,SKU-10027,SUP-225,2024-01-01,2024-01-08,2024-01-14,Delayed,USPS,12,9.34,Customs Hold,6.0,False,True,False,False,False
SHP-917306,ORD-525955,SKU-10126,SUP-201,2024-01-28,2024-02-03,2024-02-05,Delivered,DHL,30,12.52,,2.0,True,True,False,False,False
SHP-917307,ORD-520636,SKU-10418,SUP-242,2024-01-23,2024-01-31,2024-02-01,Delivered,UPS,4,6.49,,1.0,True,True,False,False,False
SHP-917308,ORD-520589,SKU-10024,SUP-220,2024-01-22,2024-01-28,,Lost,USPS,39,11.54,Inventory Shortage,,False,False,True,False,False
SHP-917309,ORD-514628,SKU-10237,SUP-249,2024-01-16,2024-01-26,2024-01-25,Delivered,DHL,43,17.66,,-1.0,True,False,False,False,True
SHP-917310,ORD-510334,SKU-10241,SUP-246,2024-01-12,2024-01-18,2024-01-18,Delivered,UPS,12,8.62,,0.0,True,False,False,False,True
SHP-917311,ORD-507919,SKU-10339,SUP-239,2024-01-10,2024-01-13,2024-01-20,Delayed,FedEx,48,10.44,Carrier Backlog,7.0,False,True,False,False,False
SHP-917312,ORD-510155,SKU-10408,SUP-233,2024-01-13,2024-01-20,2024-01-20,Delivered,FreightCo,18,10.11,,0.0,True,False,False,False,True
SHP-917313,ORD-516863,SKU-10262,SUP-234,2024-01-17,2024-01-22,2024-01-22,Delivered,FedEx,43,15.75,,0.0,True,False,False,False,True
SHP-917314,ORD-501596,SKU-10297,SUP-221,2024-01-05,2024-01-15,,In-Transit,FreightCo,6,6.31,,,False,False,False,True,False
SHP-917315,ORD-518042,SKU-10088,SUP-211,2024-01-20,2024-01-26,2024-01-25,Delivered,USPS,12,6.66,,-1.0,True,False,False,False,True
SHP-917316,ORD-525695,SKU-10088,SUP-231,2024-01-26,2024-02-04,2024-02-03,Delivered,DHL,29,11.8,,-1.0,True,False,False,False,True
SHP-917317,ORD-527439,SKU-10154,SUP-207,2024-01-28,2024-02-04,,In-Transit,DHL,25,14.04,,,False,False,False,True,False
SHP-917318,ORD-520015,SKU-10218,SUP-237,2024-01-22,2024-02-01,2024-02-02,Delivered,DHL,35,10.44,,1.0,True,True,False,False,False
SHP-917319,ORD-510679,SKU-10451,SUP-247,2024-01-12,2024-01-20,2024-01-19,Delivered,USPS,49,10.18,,-1.0,True,False,False,False,True
SHP-917320,ORD-508473,SKU-10248,SUP-232,2024-01-12,2024-01-16,2024-01-17,Delivered,UPS,11,6.47,,1.0,True,True,False,False,False
SHP-917321,ORD-519182,SKU-10293,SUP-223,2024-01-22,2024-02-01,2024-02-01,Delivered,UPS,10,5.52,,0.0,True,False,False,False,True
SHP-917322,ORD-517917,SKU-10248,SUP-235,2024-01-21,2024-01-31,2024-02-01,Delivered,DHL,40,13.34,,1.0,True,True,False,False,False
SHP-917323,ORD-510379,SKU-10397,SUP-245,2024-01-14,2024-01-17,,In-Transit,DHL,28,13.93,,,False,False,False,True,False
SHP-917324,ORD-511805,SKU-10397,SUP-210,2024-01-14,2024-01-20,2024-01-22,Delivered,DHL,18,11.1,,2.0,True,True,False,False,False
SHP-917325,ORD-528032,SKU-10363,SUP-215,2024-01-30,2024-02-09,2024-02-08,Delivered,FedEx,18,10.27,,-1.0,True,False,False,False,True
SHP-917326,ORD-525886,SKU-10105,SUP-208,2024-01-26,2024-01-30,2024-02-01,Delivered,FedEx,39,13.5,,2.0,True,True,False,False,False
SHP-917327,ORD-516259,SKU-10125,SUP-208,2024-01-18,2024-01-24,2024-01-26,Delivered,FedEx,30,8.2,,2.0,True,True,False,False,False
SHP-917328,ORD-511901,SKU-10487,SUP-216,2024-01-12,2024-01-18,2024-01-24,Delayed,FedEx,6,6.98,Address Issue,6.0,False,True,False,False,False
SHP-917329,ORD-507820,SKU-10389,SUP-236,2024-01-09,2024-01-13,2024-01-13,Delivered,FedEx,3,5.52,,0.0,True,False,False,False,True
SHP-917330,ORD-529666,SKU-10061,SUP-201,2024-02-02,2024-02-08,2024-02-15,Delayed,UPS,20,12.85,Inventory Shortage,7.0,False,True,False,False,False
SHP-917331,ORD-519814,SKU-10345,SUP-241,2024-01-21,2024-01-25,,In-Transit,FedEx,40,14.83,,,False,False,False,True,False
SHP-917332,ORD-518851,SKU-10291,SUP-224,2024-01-21,2024-01-25,2024-01-24,Delivered,UPS,6,5.73,,-1.0,True,False,False,False,True
SHP-917333,ORD-509415,SKU-10405,SUP-241,2024-01-11,2024-01-16,2024-01-16,Delivered,DHL,37,19.23,,0.0,True,False,False,False,True
SHP-917334,ORD-500883,SKU-10335,SUP-209,2024-01-03,2024-01-12,2024-01-14,Delivered,DHL,5,5.76,,2.0,True,True,False,False,False
SHP-917335,ORD-526961,SKU-10497,SUP-231,2024-01-28,2024-01-31,2024-02-01,Delivered,UPS,39,8.76,,1.0,True,True,False,False,False
SHP-917336,ORD-516927,SKU-10296,SUP-215,2024-01-20,2024-01-27,2024-01-28,Delivered,DHL,9,6.41,,1.0,True,True,False,False,False
SHP-917337,ORD-508798,SKU-10265,SUP-248,2024-01-11,2024-01-14,2024-01-17,Delayed,DHL,18,9.48,Customs Hold,3.0,False,True,False,False,False
SHP-917338,ORD-511741,SKU-10097,SUP-214,2024-01-12,2024-01-21,2024-01-20,Delivered,UPS,44,18.48,,-1.0,True,False,False,False,True
SHP-917339,ORD-504919,SKU-10239,SUP-208,2024-01-06,2024-01-13,2024-01-12,Delivered,UPS,15,10.24,,-1.0,True,False,False,False,True
SHP-917340,ORD-515619,SKU-10380,SUP-214,2024-01-17,2024-01-26,2024-01-25,Delivered,UPS,48,16.89,,-1.0,True,False,False,False,True
SHP-917341,ORD-524735,SKU-10100,SUP-207,2024-01-27,2024-02-04,2024-02-04,Delivered,DHL,1,5.35,,0.0,True,False,False,False,True
SHP-917342,ORD-528677,SKU-10119,SUP-227,2024-01-29,2024-02-01,2024-02-02,Delivered,DHL,15,6.44,,1.0,True,True,False,False,False
SHP-917343,ORD-510795,SKU-10199,SUP-211,2024-01-13,2024-01-19,2024-01-21,Delivered,FedEx,23,12.92,,2.0,True,True,False,False,False
SHP-917344,ORD-521144,SKU-10038,SUP-229,2024-01-22,2024-01-27,2024-01-26,Delivered,USPS,30,14.67,,-1.0,True,False,False,False,True
SHP-917345,ORD-516206,SKU-10387,SUP-243,2024-01-20,2024-01-29,2024-02-01,Delayed,DHL,37,7.16,Weather Delay,3.0,False,True,False,False,False
SHP-917346,ORD-528062,SKU-10081,SUP-221,2024-01-29,2024-02-04,2024-02-06,Delivered,USPS,26,11.34,,2.0,True,True,False,False,False
SHP-917347,ORD-510336,SKU-10015,SUP-208,2024-01-14,2024-01-19,2024-01-20,Delivered,FreightCo,4,6.11,,1.0,True,True,False,False,False
SHP-917348,ORD-515136,SKU-10275,SUP-230,2024-01-19,2024-01-29,2024-01-30,Delivered,FedEx,3,6.06,,1.0,True,True,False,False,False
SHP-917349,ORD-502160,SKU-10342,SUP-227,2024-01-03,2024-01-07,2024-01-08,Delivered,DHL,49,9.1,,1.0,True,True,False,False,False
SHP-917350,ORD-500990,SKU-10085,SUP-236,2024-01-04,2024-01-14,2024-01-13,Delivered,USPS,11,8.02,,-1.0,True,False,False,False,True
SHP-917351,ORD-524673,SKU-10129,SUP-241,2024-01-25,2024-01-29,2024-01-29,Delivered,USPS,5,6.53,,0.0,True,False,False,False,True
SHP-917352,ORD-528867,SKU-10133,SUP-247,2024-01-30,2024-02-06,,In-Transit,FreightCo,22,9.43,,,False,False,False,True,False
SHP-917353,ORD-526891,SKU-10099,SUP-244,2024-01-28,2024-02-04,2024-02-05,Delivered,FreightCo,23,8.69,,1.0,True,True,False,False,False
SHP-917354,ORD-526448,SKU-10160,SUP-242,2024-01-28,2024-01-31,2024-02-02,Delivered,DHL,41,15.72,,2.0,True,True,False,False,False
SHP-917355,ORD-513700,SKU-10084,SUP-204,2024-01-16,2024-01-21,2024-01-22,Delivered,DHL,33,16.93,,1.0,True,True,False,False,False
SHP-917356,ORD-525717,SKU-10177,SUP-200,2024-01-27,2024-02-05,2024-02-09,Delayed,DHL,1,5.35,Address Issue,4.0,False,True,False,False,False
SHP-917357,ORD-512974,SKU-10210,SUP-239,2024-01-13,2024-01-22,2024-01-21,Delivered,FreightCo,41,17.38,,-1.0,True,False,False,False,True
SHP-917358,ORD-511596,SKU-10262,SUP-210,2024-01-15,2024-01-19,2024-01-18,Delivered,FreightCo,27,6.78,,-1.0,True,False,False,False,True
SHP-917359,ORD-500510,SKU-10242,SUP-212,2024-01-04,2024-01-09,2024-01-10,Delivered,FreightCo,49,20.58,,1.0,True,True,False,False,False
SHP-917360,ORD-510129,SKU-10096,SUP-232,2024-01-13,2024-01-17,2024-01-16,Delivered,UPS,10,7.04,,-1.0,True,False,False,False,True
SHP-917361,ORD-521974,SKU-10202,SUP-228,2024-01-23,2024-01-30,2024-01-29,Delivered,UPS,32,7.0,,-1.0,True,False,False,False,True
SHP-917362,ORD-518541,SKU-10388,SUP-239,2024-01-19,2024-01-29,2024-02-05,Delayed,DHL,16,10.89,Address Issue,7.0,False,True,False,False,False
SHP-917363,ORD-509243,SKU-10083,SUP-203,2024-01-10,2024-01-19,2024-01-19,Delivered,DHL,45,8.08,,0.0,True,False,False,False,True
SHP-917364,ORD-500839,SKU-10068,SUP-240,2024-01-04,2024-01-13,2024-01-14,Delivered,UPS,45,15.71,,1.0,True,True,False,False,False
SHP-917365,ORD-514932,SKU-10119,SUP-206,2024-01-16,2024-01-24,2024-01-25,Delivered,FreightCo,7,7.38,,1.0,True,True,False,False,False
SHP-917366,ORD-523702,SKU-10344,SUP-200,2024-01-25,2024-02-03,2024-02-04,Delivered,FedEx,29,13.66,,1.0,True,True,False,False,False
SHP-917367,ORD-525773,SKU-10453,SUP-208,2024-01-26,2024-02-02,,In-Transit,DHL,22,12.41,,,False,False,False,True,False
SHP-917368,ORD-503957,SKU-10220,SUP-236,2024-01-06,2024-01-13,2024-01-12,Delivered,FedEx,13,7.15,,-1.0,True,False,False,False,True
SHP-917369,ORD-504839,SKU-10106,SUP-241,2024-01-07,2024-01-13,2024-01-14,Delivered,FedEx,2,5.22,,1.0,True,True,False,False,False
SHP-917370,ORD-504889,SKU-10256,SUP-213,2024-01-05,2024-01-14,2024-01-16,Delayed,DHL,45,10.98,Weather Delay,2.0,False,True,False,False,False
SHP-917371,ORD-525802,SKU-10121,SUP-214,2024-01-27,2024-01-31,2024-02-02,Delivered,FreightCo,12,9.04,,2.0,True,True,False,False,False
SHP-917372,ORD-517146,SKU-10183,SUP-204,2024-01-18,2024-01-27,2024-01-29,Delivered,FreightCo,22,9.63,,2.0,True,True,False,False,False
SHP-917373,ORD-514253,SKU-10306,SUP-247,2024-01-15,2024-01-19,2024-01-22,Delayed,DHL,16,7.37,Address Issue,3.0,False,True,False,False,False
SHP-917374,ORD-519919,SKU-10223,SUP-243,2024-01-20,2024-01-23,2024-01-25,Delivered,FreightCo,18,7.62,,2.0,True,True,False,False,False
SHP-917375,ORD-501142,SKU-10281,SUP-237,2024-01-05,2024-01-13,2024-01-14,Delivered,FreightCo,43,22.0,,1.0,True,True,False,False,False
SHP-917376,ORD-506189,SKU-10247,SUP-207,2024-01-10,2024-01-13,2024-01-14,Delivered,USPS,18,10.87,,1.0,True,True,False,False,False
SHP-917377,ORD-512203,SKU-10128,SUP-245,2024-01-14,2024-01-23,2024-01-23,Delivered,UPS,48,16.38,,0.0,True,False,False,False,True
SHP-917378,ORD-519163,SKU-10280,SUP-207,2024-01-23,2024-01-31,2024-01-30,Delivered,FreightCo,41,17.06,,-1.0,True,False,False,False,True
SHP-917379,ORD-511920,SKU-10054,SUP-234,2024-01-13,2024-01-23,,In-Transit,FedEx,23,6.88,,,False,False,False,True,False
SHP-917380,ORD-519215,SKU-10353,SUP-215,2024-01-22,2024-01-30,2024-01-29,Delivered,FedEx,16,10.68,,-1.0,True,False,False,False,True
SHP-917381,ORD-505156,SKU-10089,SUP-231,2024-01-08,2024-01-12,2024-01-12,Delivered,DHL,7,5.67,,0.0,True,False,False,False,True
SHP-917382,ORD-511295,SKU-10350,SUP-233,2024-01-15,2024-01-24,2024-01-24,Delivered,FedEx,14,5.75,,0.0,True,False,False,False,True
SHP-917383,ORD-529447,SKU-10444,SUP-225,2024-01-31,2024-02-03,2024-02-05,Delivered,FedEx,14,9.38,,2.0,True,True,False,False,False
SHP-917384,ORD-504349,SKU-10066,SUP-225,2024-01-05,2024-01-15,2024-01-20,Delayed,DHL,47,18.66,Carrier Backlog,5.0,False,True,False,False,False
SHP-917385,ORD-518034,SKU-10387,SUP-232,2024-01-21,2024-01-27,2024-01-26,Delivered,DHL,35,7.38,,-1.0,True,False,False,False,True
SHP-917386,ORD-524127,SKU-10342,SUP-245,2024-01-28,2024-02-02,2024-02-04,Delivered,USPS,43,21.53,,2.0,True,True,False,False,False
SHP-917387,ORD-500530,SKU-10094,SUP-213,2024-01-02,2024-01-06,2024-01-07,Delivered,DHL,28,8.42,,1.0,True,True,False,False,False
SHP-917388,ORD-524385,SKU-10054,SUP-229,2024-01-28,2024-02-07,2024-02-06,Delivered,FreightCo,25,11.65,,-1.0,True,False,False,False,True
SHP-917389,ORD-518518,SKU-10350,SUP-222,2024-01-22,2024-02-01,2024-02-04,Delayed,UPS,42,19.3,Inventory Shortage,3.0,False,True,False,False,False
SHP-917390,ORD-509827,SKU-10012,SUP-222,2024-01-13,2024-01-17,2024-01-16,Delivered,FreightCo,23,6.5,,-1.0,True,False,False,False,True
SHP-917391,ORD-501919,SKU-10234,SUP-240,2024-01-03,2024-01-06,2024-01-07,Delivered,FreightCo,44,13.75,,1.0,True,True,False,False,False
SHP-917392,ORD-510945,SKU-10359,SUP-233,2024-01-11,2024-01-18,2024-01-19,Delivered,DHL,10,8.47,,1.0,True,True,False,False,False
SHP-917393,ORD-512824,SKU-10411,SUP-217,2024-01-13,2024-01-18,2024-01-20,Delivered,FedEx,39,15.25,,2.0,True,True,False,False,False
SHP-917394,ORD-523579,SKU-10351,SUP-246,2024-01-24,2024-02-01,2024-02-03,Delivered,DHL,5,5.54,,2.0,True,True,False,False,False
SHP-917395,ORD-522065,SKU-10205,SUP-249,2024-01-23,2024-02-02,2024-02-01,Delivered,DHL,34,11.02,,-1.0,True,False,False,False,True
SHP-917396,ORD-510032,SKU-10030,SUP-210,2024-01-12,2024-01-15,2024-01-14,Delivered,FedEx,8,6.37,,-1.0,True,False,False,False,True
SHP-917397,ORD-516628,SKU-10388,SUP-228,2024-01-17,2024-01-23,2024-01-22,Delivered,FedEx,40,7.35,,-1.0,True,False,False,False,True
SHP-917398,ORD-501949,SKU-10212,SUP-225,2024-01-02,2024-01-06,2024-01-06,Delivered,UPS,18,8.03,,0.0,True,False,False,False,True
SHP-917399,ORD-528550,SKU-10217,SUP-218,2024-01-29,2024-02-08,2024-02-10,Delivered,FreightCo,2,5.49,,2.0,True,True,False,False,False
SHP-917400,ORD-516756,SKU-10002,SUP-247,2024-01-17,2024-01-24,2024-01-25,Delivered,UPS,3,6.13,,1.0,True,True,False,False,False
SHP-917401,ORD-520024,SKU-10178,SUP-234,2024-01-21,2024-01-30,2024-01-31,Delivered,FreightCo,24,10.66,,1.0,True,True,False,False,False
SHP-917402,ORD-526442,SKU-10444,SUP-204,2024-01-28,2024-02-04,2024-02-03,Delivered,FreightCo,22,8.67,,-1.0,True,False,False,False,True
SHP-917403,ORD-511366,SKU-10088,SUP-245,2024-01-13,2024-01-20,2024-01-19,Delivered,FedEx,48,13.34,,-1.0,True,False,False,False,True
SHP-917404,ORD-510604,SKU-10439,SUP-218,2024-01-14,2024-01-20,2024-01-23,Delayed,DHL,28,10.18,Address Issue,3.0,False,True,False,False,False
SHP-917405,ORD-527554,SKU-10155,SUP-237,2024-01-30,2024-02-09,2024-02-11,Delivered,USPS,32,7.23,,2.0,True,True,False,False,False
SHP-917406,ORD-511429,SKU-10182,SUP-247,2024-01-15,2024-01-24,2024-01-24,Delivered,FedEx,41,21.04,,0.0,True,False,False,False,True
SHP-917407,ORD-512314,SKU-10339,SUP-229,2024-01-16,2024-01-24,2024-01-27,Delayed,UPS,8,7.67,Customs Hold,3.0,False,True,False,False,False
SHP-917408,ORD-510571,SKU-10177,SUP-240,2024-01-12,2024-01-22,2024-01-23,Delivered,USPS,16,10.51,,1.0,True,True,False,False,False
SHP-917409,ORD-511698,SKU-10047,SUP-206,2024-01-15,2024-01-20,2024-01-22,Delivered,FreightCo,48,12.79,,2.0,True,True,False,False,False
SHP-917410,ORD-515231,SKU-10125,SUP-220,2024-01-16,2024-01-20,2024-01-25,Delayed,FedEx,28,11.94,Weather Delay,5.0,False,True,False,False,False
SHP-917411,ORD-521773,SKU-10254,SUP-221,2024-01-25,2024-01-29,2024-01-30,Delivered,DHL,16,8.52,,1.0,True,True,False,False,False
SHP-917412,ORD-522293,SKU-10457,SUP-221,2024-01-26,2024-01-30,2024-01-31,Delivered,USPS,9,7.18,,1.0,True,True,False,False,False
SHP-917413,ORD-500847,SKU-10004,SUP-229,2024-01-03,2024-01-07,2024-01-09,Delivered,UPS,15,8.11,,2.0,True,True,False,False,False
SHP-917414,ORD-502377,SKU-10252,SUP-246,2024-01-04,2024-01-12,2024-01-11,Delivered,UPS,22,8.6,,-1.0,True,False,False,False,True
SHP-917415,ORD-515141,SKU-10141,SUP-230,2024-01-18,2024-01-21,2024-01-24,Delayed,DHL,15,10.07,Weather Delay,3.0,False,True,False,False,False
SHP-917416,ORD-527997,SKU-10435,SUP-240,2024-01-28,2024-02-06,2024-02-08,Delivered,DHL,27,10.76,,2.0,True,True,False,False,False
SHP-917417,ORD-501903,SKU-10427,SUP-213,2024-01-05,2024-01-09,2024-01-08,Delivered,UPS,37,17.6,,-1.0,True,False,False,False,True
SHP-917418,ORD-516348,SKU-10134,SUP-204,2024-01-19,2024-01-24,2024-01-23,Delivered,UPS,35,18.85,,-1.0,True,False,False,False,True
SHP-917419,ORD-518216,SKU-10159,SUP-249,2024-01-20,2024-01-26,,In-Transit,UPS,35,11.37,,,False,False,False,True,False
SHP-917420,ORD-512294,SKU-10298,SUP-209,2024-01-16,2024-01-24,2024-01-26,Delivered,DHL,37,16.09,,2.0,True,True,False,False,False
SHP-917421,ORD-517489,SKU-10341,SUP-237,2024-01-19,2024-01-22,2024-01-21,Delivered,FedEx,40,10.9,,-1.0,True,False,False,False,True
SHP-917422,ORD-503060,SKU-10068,SUP-236,2024-01-05,2024-01-14,2024-01-16,Delivered,DHL,13,7.6,,2.0,True,True,False,False,False
SHP-917423,ORD-527158,SKU-10373,SUP-224,2024-01-30,2024-02-04,2024-02-06,Delivered,FedEx,7,5.55,,2.0,True,True,False,False,False
SHP-917424,ORD-516672,SKU-10043,SUP-216,2024-01-17,2024-01-23,2024-01-25,Delivered,DHL,39,19.14,,2.0,True,True,False,False,False
SHP-917425,ORD-515531,SKU-10153,SUP-221,2024-01-18,2024-01-24,2024-01-30,Delayed,DHL,24,7.76,Customs Hold,6.0,False,True,False,False,False
SHP-917426,ORD-526823,SKU-10330,SUP-206,2024-01-27,2024-02-03,2024-02-03,Delivered,DHL,24,12.72,,0.0,True,False,False,False,True
SHP-917427,ORD-500582,SKU-10366,SUP-240,2024-01-02,2024-01-07,2024-01-07,Delivered,FreightCo,8,7.84,,0.0,True,False,False,False,True
SHP-917428,ORD-518686,SKU-10354,SUP-220,2024-01-19,2024-01-29,2024-01-28,Delivered,FreightCo,30,6.97,,-1.0,True,False,False,False,True
SHP-917429,ORD-507035,SKU-10076,SUP-219,2024-01-09,2024-01-13,,In-Transit,DHL,40,15.69,,,False,False,False,True,False
SHP-917430,ORD-518076,SKU-10485,SUP-213,2024-01-19,2024-01-22,2024-01-21,Delivered,FedEx,12,6.54,,-1.0,True,False,False,False,True
SHP-917431,ORD-525774,SKU-10041,SUP-232,2024-01-29,2024-02-05,2024-02-07,Delivered,FedEx,2,5.24,,2.0,True,True,False,False,False
SHP-917432,ORD-502180,SKU-10482,SUP-201,2024-01-06,2024-01-14,2024-01-13,Delivered,UPS,32,8.54,,-1.0,True,False,False,False,True
SHP-917433,ORD-527955,SKU-10401,SUP-217,2024-01-31,2024-02-09,2024-02-09,Delivered,FreightCo,5,5.99,,0.0,True,False,False,False,True
SHP-917434,ORD-510327,SKU-10249,SUP-218,2024-01-12,2024-01-15,,In-Transit,FreightCo,37,19.09,,,False,False,False,True,False
SHP-917435,ORD-507623,SKU-10429,SUP-202,2024-01-08,2024-01-14,2024-01-14,Delivered,FreightCo,37,19.37,,0.0,True,False,False,False,True
SHP-917436,ORD-516945,SKU-10073,SUP-221,2024-01-17,2024-01-23,2024-01-23,Delivered,UPS,40,20.97,,0.0,True,False,False,False,True
SHP-917437,ORD-518665,SKU-10176,SUP-243,2024-01-21,2024-01-27,2024-01-28,Delivered,DHL,12,9.69,,1.0,True,True,False,False,False
SHP-917438,ORD-518275,SKU-10077,SUP-232,2024-01-20,2024-01-27,2024-01-26,Delivered,UPS,11,6.72,,-1.0,True,False,False,False,True
SHP-917439,ORD-506201,SKU-10342,SUP-239,2024-01-10,2024-01-13,2024-01-13,Delivered,FedEx,21,12.69,,0.0,True,False,False,False,True
SHP-917440,ORD-511886,SKU-10121,SUP-228,2024-01-13,2024-01-18,2024-01-19,Delivered,UPS,8,7.26,,1.0,True,True,False,False,False
SHP-917441,ORD-516065,SKU-10343,SUP-203,2024-01-20,2024-01-28,2024-01-30,Delivered,FedEx,27,14.68,,2.0,True,True,False,False,False
SHP-917442,ORD-520232,SKU-10189,SUP-207,2024-01-24,2024-02-01,2024-02-01,Delivered,DHL,33,14.73,,0.0,True,False,False,False,True
SHP-917443,ORD-521418,SKU-10212,SUP-224,2024-01-25,2024-02-01,2024-02-02,Delivered,USPS,42,7.88,,1.0,True,True,False,False,False
SHP-917444,ORD-524497,SKU-10097,SUP-212,2024-01-28,2024-02-01,2024-02-07,Delayed,DHL,29,9.88,Weather Delay,6.0,False,True,False,False,False
SHP-917445,ORD-512511,SKU-10021,SUP-246,2024-01-14,2024-01-17,2024-01-18,Delivered,DHL,22,7.27,,1.0,True,True,False,False,False
SHP-917446,ORD-500761,SKU-10169,SUP-202,2024-01-03,2024-01-09,2024-01-08,Delivered,USPS,15,9.67,,-1.0,True,False,False,False,True
SHP-917447,ORD-529260,SKU-10264,SUP-224,2024-01-31,2024-02-09,,In-Transit,UPS,18,11.43,,,False,False,False,True,False
SHP-917448,ORD-522451,SKU-10288,SUP-243,2024-01-26,2024-02-04,2024-02-03,Delivered,DHL,43,18.9,,-1.0,True,False,False,False,True
SHP-917449,ORD-516569,SKU-10116,SUP-234,2024-01-20,2024-01-29,2024-01-28,Delivered,DHL,36,15.02,,-1.0,True,False,False,False,True
SHP-917450,ORD-528091,SKU-10134,SUP-242,2024-01-29,2024-02-01,2024-01-31,Delivered,FedEx,26,14.52,,-1.0,True,False,False,False,True
SHP-917451,ORD-510857,SKU-10416,SUP-225,2024-01-11,2024-01-16,2024-01-16,Delivered,DHL,13,6.82,,0.0,True,False,False,False,True
SHP-917452,ORD-523144,SKU-10378,SUP-204,2024-01-24,2024-01-31,2024-01-30,Delivered,UPS,20,8.72,,-1.0,True,False,False,False,True
SHP-917453,ORD-525158,SKU-10000,SUP-202,2024-01-26,2024-01-31,2024-02-02,Delayed,UPS,17,8.15,Customs Hold,2.0,False,True,False,False,False
SHP-917454,ORD-501415,SKU-10343,SUP-234,2024-01-02,2024-01-06,2024-01-05,Delivered,FreightCo,41,19.13,,-1.0,True,False,False,False,True
SHP-917455,ORD-517198,SKU-10193,SUP-225,2024-01-18,2024-01-22,2024-01-22,Delivered,DHL,48,23.81,,0.0,True,False,False,False,True
SHP-917456,ORD-517791,SKU-10291,SUP-203,2024-01-18,2024-01-21,,In-Transit,FreightCo,13,10.03,,,False,False,False,True,False
SHP-917457,ORD-516236,SKU-10416,SUP-209,2024-01-17,2024-01-23,2024-01-23,Delivered,FedEx,16,7.06,,0.0,True,False,False,False,True
SHP-917458,ORD-524942,SKU-10174,SUP-206,2024-01-25,2024-02-02,2024-02-08,Delayed,FreightCo,27,9.69,Weather Delay,6.0,False,True,False,False,False
SHP-917459,ORD-518405,SKU-10311,SUP-220,2024-01-21,2024-01-31,2024-02-02,Delivered,FreightCo,14,7.44,,2.0,True,True,False,False,False
SHP-917460,ORD-523135,SKU-10120,SUP-230,2024-01-26,2024-02-02,2024-02-02,Delivered,FedEx,49,9.31,,0.0,True,False,False,False,True
SHP-917461,ORD-529482,SKU-10231,SUP-236,2024-02-01,2024-02-08,2024-02-08,Delivered,DHL,11,6.75,,0.0,True,False,False,False,True
SHP-917462,ORD-522839,SKU-10150,SUP-233,2024-01-23,2024-01-28,2024-01-27,Delivered,FedEx,49,8.86,,-1.0,True,False,False,False,True
SHP-917463,ORD-507614,SKU-10130,SUP-205,2024-01-10,2024-01-18,,In-Transit,FedEx,27,10.07,,,False,False,False,True,False
SHP-917464,ORD-526301,SKU-10208,SUP-217,2024-01-28,2024-02-06,2024-02-09,Delayed,UPS,19,8.52,Customs Hold,3.0,False,True,False,False,False
SHP-917465,ORD-504327,SKU-10021,SUP-231,2024-01-07,2024-01-13,2024-01-17,Delayed,FedEx,39,15.89,Carrier Backlog,4.0,False,True,False,False,False
SHP-917466,ORD-515021,SKU-10237,SUP-205,2024-01-17,2024-01-27,2024-01-30,Delayed,FreightCo,18,8.91,Weather Delay,3.0,False,True,False,False,False
SHP-917467,ORD-508776,SKU-10014,SUP-229,2024-01-10,2024-01-15,2024-01-17,Delivered,FedEx,23,9.17,,2.0,True,True,False,False,False
SHP-917468,ORD-519232,SKU-10340,SUP-235,2024-01-20,2024-01-23,2024-01-23,Delivered,USPS,26,12.01,,0.0,True,False,False,False,True
SHP-917469,ORD-507670,SKU-10102,SUP-238,2024-01-08,2024-01-14,2024-01-21,Delayed,USPS,23,11.27,Inventory Shortage,7.0,False,True,False,False,False
SHP-917470,ORD-523330,SKU-10434,SUP-212,2024-01-27,2024-02-02,2024-02-01,Delivered,FreightCo,4,6.21,,-1.0,True,False,False,False,True
SHP-917471,ORD-517566,SKU-10395,SUP-218,2024-01-19,2024-01-26,2024-01-25,Delivered,FreightCo,31,14.36,,-1.0,True,False,False,False,True
SHP-917472,ORD-518508,SKU-10075,SUP-202,2024-01-20,2024-01-28,2024-01-28,Delivered,FreightCo,21,12.76,,0.0,True,False,False,False,True
SHP-917473,ORD-506630,SKU-10040,SUP-244,2024-01-07,2024-01-12,2024-01-13,Delivered,USPS,17,10.74,,1.0,True,True,False,False,False
